Page,Clicks,Impressions,CTR,Position
https://www.beautydiaries.gr/blog/na-feygeis-gia-na-se-mathaineis/,1,54,1.85%,21.59
https://www.beautydiaries.gr/beautynews/peripoiisi/vitamini-c-kai-retinoli-poia-na-dialexeis-gia-tin-epidermida-soy-kai-giati/,1,54,1.85%,36.83
https://www.beautydiaries.gr/2013/04/26/h-αισιοδοξία/,1,50,2%,11.38
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/giati-to-neo-kragion-dramatically-different-lipstick-shaping-lip-colour-tis-clinique-einai-i-epitychia-tis-sezon/,1,50,2%,16.58
https://www.beautydiaries.gr/nyxia/3-lathi-sto-manikioyr-poy-to-pio-pithanon-einai-oti-kaneis-ki-esy/,1,50,2%,21.02
https://www.beautydiaries.gr/category/beauty-news-ta-nea-tis-omorfias/aroma/,1,49,2.04%,14.39
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/na-pos-tha-metamorfoseis-ena-aplo-chtenisma-se-mia-sik-koyp/,1,49,2.04%,14.43
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/4-tips-gia-na-echeis-panta-analafres-mpoykles/,1,49,2.04%,17.61
https://www.beautydiaries.gr/blog/ayto-einai-to-oraiotero-stolidi/,1,48,2.08%,9.94
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/agapiti-makeup-addict-echeis-minyma-kai-koita-na-to-pareis-giati-echei-syllektiki-axia/,1,48,2.08%,37.23
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/des-to-pio-yperocho-makigiaz-apo-to-festival-kinimatografoy-venetias/,1,47,2.13%,17.49
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/clinique-id-h-leyki-kapsoyla-poy-petychainei-ton-teleio-omoiomorfo-chromatiko-tono/,1,47,2.13%,19.53
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/yparchei-tropos-na-prostateyeis-ta-mallia-soy-apo-ti-rypansi-toy-perivallontos/,1,47,2.13%,34.53
https://www.beautydiaries.gr/omorfoxamos/beautyreview/giati-echei-trelathei-to-instagram-me-to-beauty-elixir/,1,45,2.22%,7.84
https://www.beautydiaries.gr/stonkosmotisomorfias/omorfochamos-me-to-clinique-id/,1,45,2.22%,10.24
https://www.beautydiaries.gr/beautynews/peripoiisi/posi-chara-mporei-na-soy-dosei-i-nea-viologiki-seira-peripoiisis-tis-garnier/,1,44,2.27%,6.64
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-40/,1,44,2.27%,9.84
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-13/,1,44,2.27%,14.36
https://www.beautydiaries.gr/beautynews/makigiaz/ola-osa-thes-na-xereis-gia-to-pio-agapimeno-kai-yperteleio-primer-tis-agoras-poy-ananeonei-ti-syskeyasia-toy/,1,44,2.27%,18.91
https://www.beautydiaries.gr/blog/i-epilogi-toy-kragion-soy-apokalyptei-pragmatakia/,1,42,2.38%,18.5
https://www.beautydiaries.gr/blog/ta-beauty-tips-poy-diavazeis-ki-apostithizeis-monoroyfi/,1,41,2.44%,22.27
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/logiko-einai-i-kara-na-echei-xetrelathei-m-ayto-to-aroma-freskadas/,1,41,2.44%,23.61
https://www.beautydiaries.gr/beautynews/makigiaz/to-makigiaz-me-tin-pio-sygklonistiki-yfi-periechei-elaio-triantafylloy/,1,40,2.5%,19.05
https://www.beautydiaries.gr/apopsi/tade-efi/ayti-i-antiliaki-krema-cherion-einai-mia-odi-gia-to-elliniko-kalokairi/,1,40,2.5%,37.38
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/vres-ton-typo-ton-mallion-soy-kai-antimetopise-to-opoio-provlima-sti-riza/,1,39,2.56%,18.23
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-39/,1,38,2.63%,16.82
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/dyo-nea-aromata-to-kati-allo-gia-tis-stigmes-poy-thes-na-kratiseis-konta-soy-gia-panta/,1,38,2.63%,19.42
https://www.beautydiaries.gr/apopsi/omorfia/pote-epapses-na-pisteyeis-oti-eisai-omorfi-diary1/,1,37,2.7%,8.86
https://www.beautydiaries.gr/blog/des-tin-allagi-sto-prosopo-toy-sk/,1,37,2.7%,16.84
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-44/,1,37,2.7%,18.38
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/carolina-herrera-ena-neo-zeygari-aromaton-212-vip-poy-quot-partarei-quot-alliotika/,1,37,2.7%,39.92
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/3-logoi-na-prostheseis-ayti-tin-antiliaki-gel-krema-prosopoy-sto-kalokairino-neseser-soy/,1,36,2.78%,19.56
https://www.beautydiaries.gr/omorfoxamos/politeliproiontaomorfias/h-syllogi-balmain-hair-den-einai-apla-polytelis-alla-polla-perissotera-ap-ayto/,1,36,2.78%,34.83
https://www.beautydiaries.gr/beautynews/makigiaz/ayti-i-paleta-skion-echeis-oles-tis-apochroseis-poy-kolakeyoyn-kathe-tono-epidermidas/,1,34,2.94%,14.82
https://www.beautydiaries.gr/apopsi/omorfia/otan-theleis-mporeis/,1,34,2.94%,21.94
https://www.beautydiaries.gr/apopsi/omorfia/to-flert-metaxy-mas-echei-idi-xekinisei/,1,34,2.94%,51.74
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/poio-einai-ayto-to-panemorfo-koritsi-me-to-pio-teleio-kragion/,1,33,3.03%,6.06
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/aroma-san-spitiko-kai-spanio-liker/,1,33,3.03%,12.15
https://www.beautydiaries.gr/omorfoxamos/beautyreview/ta-instagram-accounts-poy-thes-na-akoloytheis-an-eisai-beauty-junkie/,1,33,3.03%,15.36
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/grooming/to-telos-toy-game-of-thrones-echei-aroma-apo-kardamo-o-kit-charingkton-epivevaionei/,1,33,3.03%,20.24
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/echeis-mayra-stigmata-antimetopise-ta/,1,33,3.03%,21.45
https://www.beautydiaries.gr/beautynews/farmakeio/ayti-einai-i-teleia-sos-peripoiisi-gia-tin-xiri-ki-eyaisthiti-epidermida/,1,33,3.03%,25.33
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/1-highlighter-poy-agapoyn-oi-gallides-2-symvoyles-gia-apsogi-efarmogi-toy/,1,33,3.03%,25.52
https://www.beautydiaries.gr/omorfoxamos/oikonomikaproiontaomorfias/to-gel-ladi-katharismoy-me-e12-90-kai-paionia-poy-latreyei-kathe-neari-koreatissa/,1,33,3.03%,33.73
https://www.beautydiaries.gr/tag/jowae/,1,32,3.12%,2.16
https://www.beautydiaries.gr/omorfoxamos/beautyreview/mia-idiaiteri-etaireia-omorfias-mia-istoria-agapis-ki-ena-teleio-highlighter/,1,32,3.12%,18.97
https://www.beautydiaries.gr/beautynews/peripoiisi/to-proto-systima-anamixis-exatomikeymenis-enydatosis-clinique-id-einai-synarpastiko/,1,32,3.12%,25.5
https://www.beautydiaries.gr/nyxia/vres-tis-akres-soy-gia-extra-chroma-kai-lampsi/,1,31,3.23%,31
https://www.beautydiaries.gr/blog/echeis-polla-sto-kefali-soy/,1,30,3.33%,5.5
https://www.beautydiaries.gr/blog/to-kalokairi-einai-edo-ki-ora-na-xechasteis-stis-selides-toy/,1,30,3.33%,15.7
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/mia-apli-kinisi-gia-na-epilexeis-to-sosto-antiliako-gia-kathe-mera/,1,30,3.33%,27.9
https://www.beautydiaries.gr/2018/08/09/beauty-to-go-και-εδώ-να-τα-λέμε-αλλιώτικα/,1,29,3.45%,22.31
https://www.beautydiaries.gr/blog/i-agapi-einai-to-aroma-poy-thes-na-afineis-sto-perasma-soy/,1,29,3.45%,37.83
https://www.beautydiaries.gr/apopsi/tade-efi/6-yperoches-after-sun-epiloges-poy-thes-na-xereis-oti-yparchoyn/,1,28,3.57%,32.82
https://www.beautydiaries.gr/tag/symvoyles-omorfias/,1,28,3.57%,77.25
https://www.beautydiaries.gr/2015/06/22/to-ξενύχτι-σου-μπορεί-να-είναι-κι-η-ιδανι/,1,27,3.7%,5.89
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/kragion-ti-epiloges-echeis-kai-pos-tha-dialexeis-to-sosto/,1,26,3.85%,12.38
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-41/,1,26,3.85%,13.58
https://www.beautydiaries.gr/apopsi/omorfia-apopsi/o-ti-moy-travixe-tin-prosochi-ayti-tin-evdomada-2/,1,26,3.85%,13.77
https://www.beautydiaries.gr/apopsi/tade-efi/i-aplotita-toy-mpioytokosmoy-kryvei-mikra-mystika/,1,26,3.85%,18.73
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-16/,1,26,3.85%,23.69
https://www.beautydiaries.gr/omorfoxamos/beautyreview/3-beauty-logariasmoi-sto-instagram-poy-thes-na-kaneis-follow/,1,26,3.85%,25.08
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/yparchoyn-tropoi-na-veltioseis-tin-enydatosi-tis-epidermidas-toy-prosopoy-soy/,1,26,3.85%,30.73
https://www.beautydiaries.gr/apopsi/tade-efi/20-tips-omorfias-giati-oi-mikres-kiniseis-soy-einai-poy-kanoyn-ti-diafora/,1,26,3.85%,36.04
https://www.beautydiaries.gr/beautynews/peripoiisi/giati-na-frontiseis-tin-elastini-tis-epidermidas-soy/,1,25,4%,21.72
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-10/,1,25,4%,29.24
https://www.beautydiaries.gr/apopsi/des-gyro-soy-kalytera/,1,24,4.17%,8.25
https://www.beautydiaries.gr/des-ta-panta-allios-ki-alliotika/add-something-special/tha-ithela-na-symvainoyn-pragmata-para-poly-oraia-pragmata/,1,24,4.17%,12
https://www.beautydiaries.gr/omorfoxamos/takaliteraproiontaomorfias/10-yperocha-kragion-poy-tha-forethoyn-poly-olo-to-cheimona/,1,23,4.35%,9.87
https://www.beautydiaries.gr/beautynews/soma/giati-na-dokimaseis-to-yperveloydino-body-butter-me-aroma-mentas/,1,23,4.35%,15.09
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-32/,1,23,4.35%,15.78
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/ayti-i-maskara-me-to-3d-printed-voyrtsaki-einai-apolyta-epanastatiki/,1,23,4.35%,18.04
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-23/,1,22,4.55%,9.68
https://www.beautydiaries.gr/xoros/ayti-einai-i-pio-spa-nia-stigmi-apolaysis/,1,22,4.55%,13.14
https://www.beautydiaries.gr/beautynews/makigiaz/giati-chreiazesai-ena-gel-frydion-makras-diarkeias/,1,22,4.55%,38.91
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/aytes-einai-oi-sostes-kiniseis-gia-to-teleio-ntemakigiaz/,1,21,4.76%,24.43
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/ta-smoky-eyes-einai-i-pio-kayti-tasi-gia-tis-giortes/,1,20,5%,18.7
https://www.beautydiaries.gr/apopsi/tade-efi/e-nai-ayto-einai-to-teleio-proion-ntemakigiaz-poy-apomakrynei-kathe-eidoys-maskara/,1,19,5.26%,9.95
https://www.beautydiaries.gr/omorfoxamos/beautyreview/i-katharistiki-poydra-poy-afinei-alliotiki-aisthisi-sta-cheria-soy/,1,19,5.26%,16.63
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/esy-xechorizeis-tis-panades-apo-tis-kilides-tis-epidermidas-soy/,1,18,5.56%,26.22
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/grooming/vraveia-emmy-2019-oi-2-andres-poy-xechorisan-me-to-epivlitiko-styl-toys/,1,18,5.56%,26.89
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-27/,1,18,5.56%,29.83
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-25/,1,17,5.88%,7.53
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/sheet-masks-oi-yfasmatines-maskes-poy-latreyoyn-oi-asiatisses-esy-tis-echeis-dokimasei/,1,17,5.88%,8.53
https://www.beautydiaries.gr/xoros/ena-pop-up-sto-kentro-tis-polis-poy-moschomyrizei-loyloydia/,1,17,5.88%,16.41
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/giati-na-protimiseis-ti-mple-anti-tis-mayris-maskara/,1,17,5.88%,27.24
https://www.beautydiaries.gr/blog/volepsoy-esy-kai-tha-rthei-ki-o-cheimonas/,1,16,6.25%,7.38
https://www.beautydiaries.gr/tag/farmakeio-christinas-gkioyrda/,1,16,6.25%,20.88
https://www.beautydiaries.gr/apopsi/tade-efi/esy-anagnorizeis-ti-mageia-tis-galenic/,1,16,6.25%,26.75
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/h-nea-ygri-skia-ypsilis-diarkeias-kai-mia-soyper-syllogi-makigiaz-empotismeni-me-krystalloys/,1,16,6.25%,33.38
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/ayti-einai-i-oraioteri-vegan-mascara-kai-charizei-theamatiko-ogko/,1,16,6.25%,46.56
https://www.beautydiaries.gr/omorfoxamos/politeliproiontaomorfias/h-pio-polytelis-aromatiki-syllogi-einai-ki-apolyta-ethistiki/,1,15,6.67%,8.13
https://www.beautydiaries.gr/beautynews/aroma/pos-ginetai-dyo-aromata-na-einai-toso-idia-kai-toso-diaforetika/,1,14,7.14%,5.93
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/soma/kanoyme-mia-koyventa-gia-tin-anazoogonisi-sto-mpanio/,1,14,7.14%,6.57
https://www.beautydiaries.gr/beautynews/aroma/otan-ena-glyko-aroma-simatodotei-tis-stigmes-charas-soy/,1,14,7.14%,9.07
https://www.beautydiaries.gr/beautynews/farmakeio/i-enydatiki-krema-me-chroma-ki-antiliako-deikti-prostasias-poy-paei-gia-diploma-eyresitechnias/,1,14,7.14%,11
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-36/,1,14,7.14%,16.21
https://www.beautydiaries.gr/omorfoxamos/oitaseisstinomorfia/2-taseis-sta-mallia-toy-fthinoporoy-poy-tha-forethoyn-poly/,1,14,7.14%,25.86
https://www.beautydiaries.gr/beautynews/soma/mporei-ena-afroloytro-na-antikatastisei-to-aroma-soy/,1,14,7.14%,26
https://www.beautydiaries.gr/beautynews/soma/h-100-vegan-enydatiki-krema-somatos-echei-to-pio-teleio-aroma-gkreipfroyt/,1,13,7.69%,7.31
https://www.beautydiaries.gr/beautynews/peripoiisi/fili-millennial-to-noy-soy-sta-proionta-katharismoy-me-ekchylismata-apo-mpamia-kydoni-kai-kiichigo-eidos-moyroy/,1,12,8.33%,9.33
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/mporeis-na-fantasteis-poso-teleio-mporei-na-einai-ena-kragion-me-superfruits/,1,12,8.33%,22.92
https://www.beautydiaries.gr/beautynews/fersoy-san-paidi/3-teleia-paidika-proionta-peripoiisis-poy-kanoyn-kai-gia-sena/,1,11,9.09%,13.09
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-9/,1,11,9.09%,16
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/3-logoi-poy-to-dry-shampoo-leitoyrgei-magika-gia-ta-mallia/?fbclid=IwAR2cwULHM0O9-lyLHBsblzrtLKrJ6NrC6Ug_mZTaVRMRH4w33wnQb0W5R8Q,1,11,9.09%,37.36
https://www.beautydiaries.gr/2010/11/12/i-love-lanvin/,1,11,9.09%,38.36
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/oi-skin-experts-toy-hollywood-apokalyptoyn-ta-mystika-tis-apsegadiastis-epidermidas/,1,10,10%,8.6
https://www.beautydiaries.gr/omorfoxamos/beautyreview/soy-vrika-ta-prota-teleia-dora-omorfias-gia-tin-lista-soy/,1,10,10%,12.2
https://www.beautydiaries.gr/apopsi/tade-efi/maskes-enydatosis-giati-soy-einai-toso-aparaitites/,1,10,10%,20.7
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/yperocho-to-kragion-poy-periechei-voytyro-karite-kai-voytyro-mangko-ti-to-kanei-toso-monadiko/,1,10,10%,21.7
https://www.beautydiaries.gr/2017/05/16/to-φλερτ-μεταξύ-μας-έχει-ήδη-ξεκινήσει/,1,10,10%,36.2
https://www.beautydiaries.gr/omorfoxamos/oitaseisstinomorfia/oi-fakides-kai-i-diaforetikotita-einai-pia-ena-yperocho-beauty-trend/,1,10,10%,67.4
https://www.beautydiaries.gr/2014/12/30/περί-τρυφεράδας/,1,8,12.5%,13.25
https://www.beautydiaries.gr/apopsi/omorfia/peri-tryferadas/,1,8,12.5%,18.75
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/ayti-i-kalokairini-lampsi-tis-epidermidas-soy-mporei-na-kratisei-gia-panta/,1,7,14.29%,5.86
https://www.beautydiaries.gr/apopsi/omorfia/mporei-ena-proino-na-echei-tosi-tryferada/,1,7,14.29%,30.29
https://www.beautydiaries.gr/tag/lista-me-tis-kalyteres-kremes-imeras/,1,6,16.67%,22
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/h-pio-classic-enydatosi-stin-pio-sygchroni-yfi/,1,5,20%,15
https://www.beautydiaries.gr/2010/10/27/ότι-μου-κάνει-ακόμη-κλινικ/,1,5,20%,16.2
https://www.beautydiaries.gr/beautynews/peripoiisiprosopou/emminopaysi-laimos-ntekolte-kai-peripoiisi-sta-50/,1,5,20%,40.8
https://www.beautydiaries.gr/tag/clinique-id/,1,4,25%,3
https://www.beautydiaries.gr/tag/the-iz-way/,1,4,25%,3.75
https://www.beautydiaries.gr/beautynews/aroma/neos-tropos-gia-na-enischythei-to-agapimeno-soy-aroma/,1,4,25%,21.25
https://www.beautydiaries.gr/tag/cheiropoiita-proionta-omorfias/,1,4,25%,52
https://www.beautydiaries.gr/tag/axesoyar-sta-mallia/,1,3,33.33%,2.33
https://www.beautydiaries.gr/tag/aveda-teo/,1,3,33.33%,2.67
https://www.beautydiaries.gr/tag/odigies-chrisis-aromaton/,1,3,33.33%,4.67
https://www.beautydiaries.gr/tag/i-kara-ntelevin-ypografei-gia-to-neo-dior-kragion/,1,3,33.33%,8.33
https://www.beautydiaries.gr/tag/symvoyloi-tis-clinique/,1,3,33.33%,27.67
https://www.beautydiaries.gr/tag/lait-creme-concentre-tis-embryolisse/,1,3,33.33%,54.67
https://www.beautydiaries.gr/tag/hei-poa/,1,2,50%,1
https://www.beautydiaries.gr/tag/acqua-di-parma/,1,1,100%,1
https://www.beautydiaries.gr/tag/lipari-epidermida/,1,1,100%,1
https://www.beautydiaries.gr/tag/vichy/page/2/,1,1,100%,1
https://www.beautydiaries.gr/tag/krema-mation/,1,1,100%,2
https://www.beautydiaries.gr/tag/beauty-elixir/,1,1,100%,3
https://www.beautydiaries.gr/tag/stay-naked-weightless-liquid-foundation/,1,1,100%,3
https://www.beautydiaries.gr/tag/tasi-me-teleia-sta-nychia/,1,1,100%,4
https://www.beautydiaries.gr/tag/panades-kai-kilides/,1,1,100%,7
https://www.beautydiaries.gr/tag/sakoyles-sta-matia/,1,1,100%,9
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/giati-chreiazesai-ena-gel-frydion-makras-diarkeias/,0,878,0%,7.1
https://www.beautydiaries.gr/omorfoxamos/beautyreview/prosthese-ligo-roz-chroma-sto-neseser-soy/,0,306,0%,6.97
https://www.beautydiaries.gr/category/apopsi/tobeautydiariesstobovary/,0,211,0%,13.01
https://www.beautydiaries.gr/blog/oi-kalokairines-xaples-kanoyn-kalo-stis-rytides/,0,203,0%,46.65
https://www.beautydiaries.gr/apopsi/tade-efi/pagkosmia-imera-tis-gis-perissotera-apo-8-000-000-dentra-echoyn-i-prokeitai-na-fyteytoyn/,0,202,0%,66.39
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/grooming/o-sotiris-kontizas-se-mia-ekpliktiki-kampania-peripoiisis/,0,188,0%,32.87
https://www.beautydiaries.gr/omorfoxamos/beautyreview/ayto-to-balm-me-papagia-den-mporei-na-leipei-apo-tin-tsanta-soy/,0,180,0%,65.56
https://www.beautydiaries.gr/apopsi/tade-efi/giorti-tis-gynaikas-i-dynami-tis-eikonas-ta-vazei-me-ti-dynami-ton-lexeon/,0,178,0%,34.43
https://www.beautydiaries.gr/beautynews/peripoiisi/den-yparchei-kalyteros-tropos-gia-na-antimetopiseis-sto-lepto-tin-koyrasi-sta-matia/,0,164,0%,61.25
https://www.beautydiaries.gr/apopsi/tade-efi/aytos-einai-o-sostos-tropos-proseggisis-gia-tin-efiviki-akmi/,0,161,0%,45.93
https://www.beautydiaries.gr/apopsi/mporeis-na-fantasteis-ton-ilio-sunfilo/,0,156,0%,9.19
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/oi-therapeies-tis-akmis-theloyn-chrono-ki-i-efiveia-diakrinetai-gia-tin-anypomonisia-ti-kaneis/,0,128,0%,72.73
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/den-yparchei-kalyteros-tropos-gia-na-antimetopiseis-sto-lepto-tin-koyrasi-sta-matia/,0,123,0%,51.47
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/giati-na-vazeis-kathimerina-makeup-otan-mporeis-na-ta-echeis-ola-me-mia-teleia-antiliaki-krema-me-chroma/,0,118,0%,53.6
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/mipos-chreiazesai-ena-alliotiko-proion-lampsis-poy-einai-san-freskostymmenos-chymos-portokalioy/,0,114,0%,8.01
https://www.beautydiaries.gr/2016/05/04/mαμά-είσαι-κόσμημα-κέρδισε/,0,105,0%,16.37
https://www.beautydiaries.gr/category/beauty-news-ta-nea-tis-omorfias/grooming/,0,104,0%,9.64
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/pos-ginetai-dyo-aromata-na-einai-toso-idia-kai-toso-diaforetika/,0,104,0%,13.16
https://www.beautydiaries.gr/beautynews/farmakeio/esy-ti-les-oi-kafe-kilides-antimetopizontai/,0,99,0%,25.01
https://www.beautydiaries.gr/apopsi/tade-efi/aygoystiase-kai-moschomyrise-lachtara-gia-xekoyrasi/,0,98,0%,10.33
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/einai-dynaton-ena-aroma-me-triantafylla-na-therapeyei-tin-kardia/,0,97,0%,32.26
https://www.beautydiaries.gr/beautynews/makigiaz/i-pio-must-paleta-gia-sexi-zygomatika-einai-roz/,0,95,0%,32.63
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/ti-perimeneis-na-deis-sta-mallia-soy-meta-apo-mia-teleia-nychterini-peripoiisi-san-ayti/,0,92,0%,9.21
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/xypna-me-oraia-mallia/,0,91,0%,8.68
https://www.beautydiaries.gr/apopsi/pame-pali-apo-tin-archi/,0,89,0%,14.82
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/pos-ena-aroma-mporei-na-se-kanei-na-eytychiseis-etsi-apla/,0,86,0%,10.23
https://www.beautydiaries.gr/omorfoxamos/top-10/10-proionta-peripoiisis-prosopoy-gia-kathe-ilikia/,0,85,0%,45.27
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/esy-xereis-oti-i-nychterini-peripoiisi-einai-pio-simantiki-apo-tin-proini/,0,83,0%,26.12
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/ti-na-kaneis-gia-tin-peripoiisi-soy-an-eisai-sta-50/,0,82,0%,18.65
https://www.beautydiaries.gr/omorfoxamos/beautyreview/ennoeitai-oti-soy-vrika-ta-oraiotera-bronzers-me-karyda-kai-sokolata/,0,80,0%,36.81
https://www.beautydiaries.gr/wp-content/uploads/2011/01/form.htm,0,79,0%,40.33
https://www.beautydiaries.gr/apopsi/tade-efi/mipos-to-gymno-prosopo-einai-sexi-ekfrasoy/,0,77,0%,24.49
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/maska-argiloy-gia-poio-logo-einai-aparaititi/,0,76,0%,46.04
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/kefalaio-frydia-telika-ta-theloyme-pykna/,0,72,0%,10.86
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/i-lana-ntel-rei-kai-o-tzarent-leto-mazi-kai-moschomyrizoyn-alliotiko-erota/,0,72,0%,39.65
https://www.beautydiaries.gr/apopsi/tade-efi/6-alliotika-proionta-peripoiisis-poy-echo-dokimasei-ki-axizoyn-mia-thesi-sto-neseser-soy/,0,71,0%,30.49
https://www.beautydiaries.gr/alithines-istories/ena-mystiko-omorfias-afinei-parakatathiki-i-mia-ek-ton-dyo-dimioyrgon-tis-benefit-apochairetontas-ayton-ton-kosmo/,0,70,0%,18.04
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/dyo-proionta-makigiaz-einai-to-mystiko-tis-lamperis-emilia-clarke-sta-oskar/,0,70,0%,48.56
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/anarotiesai-pos-tha-petycheis-to-teleio-schima-frydion/,0,68,0%,32.21
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/agrio-triantafyllo-otan-ena-systatiko-se-vazei-se-megalo-dilimma/,0,67,0%,25.75
https://www.beautydiaries.gr/2011/04/05/aν-μύτη-άλλο/,0,65,0%,6.51
https://www.beautydiaries.gr/category/alithines-istories/mia-fora-ki-enan-kairo/,0,65,0%,23.43
https://www.beautydiaries.gr/nyxia/5-oraies-idees-gia-ena-neo-ki-alliotiko-manikioyr/,0,65,0%,28.66
https://www.beautydiaries.gr/tag/dove/,0,64,0%,1.22
https://www.beautydiaries.gr/apopsi/tade-efi/o-orismos-toy-omorfochamoy-einai-na-zeis-ti-stigmi/,0,64,0%,8.62
https://www.beautydiaries.gr/category/omorfoxamos/oitaseisstinomorfia/,0,64,0%,50.41
https://www.beautydiaries.gr/beautynews/aroma/pos-ena-aroma-mporei-na-se-kanei-na-eytychiseis-etsi-apla/,0,63,0%,8.29
https://www.beautydiaries.gr/tag/amelie-handmade-beauty/,0,63,0%,13.16
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/i-pio-must-paleta-gia-sexi-zygomatika-einai-roz/,0,63,0%,27.84
https://www.beautydiaries.gr/stonkosmotisomorfias/sinialo-lampsis-apo-mia-parea-poy-xechorizei-kai-gia-tin-quot-leyki-podia-quot/,0,63,0%,55.27
https://www.beautydiaries.gr/blog/ola-exartontai-apo-ti-stasi-soy/,0,62,0%,12.13
